test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,NBomberLoadTester,00:00:30,global information,319,319,0,10.6,214.21,12005.38,24361.37,17170.43,20987.9,23511.04,24199.17,9891.49,0,0,0,0
