test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,NBomberLoadTester,00:00:30,global information,435,435,0,14.5,386.36,40051.59,53800.73,45875.2,50003.97,52461.57,53313.54,16873.42,0,0,0,0
