test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,NBomberLoadTester,00:00:30,global information,290,290,0,9.7,258.84,15454.39,26846.98,19808.26,23576.58,26181.63,26705.92,10179.97,0,0,0,0
