test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,NBomberLoadTester,00:00:10,global information,80,80,0,8,9085.77,11783.48,15967.59,11665.41,13172.74,14467.07,15679.49,1805.45,0,0,0,0
