test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,NBomberLoadTester,00:00:30,global information,280,280,0,9.3,200.75,7077.67,16635.92,9519.1,13320.19,15597.57,16269.31,6389.58,0,0,0,0
